Time,sequence,locationID,holding
03/25/2021 11:08:34 am,37.8,92.8,91.6
03/25/2021 11:08:34 am,37.9,92.8,91.6
03/25/2021 11:08:35 am,38,92.8,91.6
03/25/2021 11:08:35 am,38.1,92.8,91.6
03/25/2021 11:08:35 am,38.2,92.8,91.6
03/25/2021 11:08:35 am,38.3,92.8,91.6
03/25/2021 11:08:35 am,38.4,92.8,91.7
03/25/2021 11:08:35 am,38.5,92.8,91.6
03/25/2021 11:08:35 am,38.6,92.8,91.6
03/25/2021 11:08:35 am,38.7,92.8,91.6
03/25/2021 11:08:35 am,38.8,92.8,91.7
03/25/2021 11:08:35 am,38.9,92.8,91.7
03/25/2021 11:08:36 am,39,92.8,91.6
03/25/2021 11:08:36 am,39.1,92.8,91.6
03/25/2021 11:08:36 am,39.2,92.8,91.6
03/25/2021 11:08:36 am,39.3,92.7,91.6
03/25/2021 11:08:36 am,39.4,92.8,91.6
03/25/2021 11:08:36 am,39.5,92.8,91.7
03/25/2021 11:08:36 am,39.6,92.8,91.6
03/25/2021 11:08:36 am,39.7,92.8,91.6
03/25/2021 11:08:36 am,39.8,92.8,91.7
03/25/2021 11:08:36 am,39.9,92.8,91.6
03/25/2021 11:08:37 am,40,92.8,91.6
03/25/2021 11:08:37 am,40.1,92.8,91.6
03/25/2021 11:08:37 am,40.2,92.8,91.6
03/25/2021 11:08:37 am,40.3,92.8,91.7
03/25/2021 11:08:37 am,40.4,92.8,91.6
03/25/2021 11:08:37 am,40.5,92.8,91.7
03/25/2021 11:08:37 am,40.6,92.8,91.6
03/25/2021 11:08:37 am,40.7,92.8,91.6
03/25/2021 11:08:37 am,40.8,92.8,91.6
03/25/2021 11:08:37 am,40.9,92.8,91.6
03/25/2021 11:08:38 am,41,92.8,91.6
03/25/2021 11:08:38 am,41.1,92.8,91.6
03/25/2021 11:08:38 am,41.2,92.8,91.6
03/25/2021 11:08:38 am,41.3,92.8,91.6
03/25/2021 11:08:38 am,41.4,92.8,91.6
03/25/2021 11:08:38 am,41.5,92.8,91.7
03/25/2021 11:08:38 am,41.6,92.8,91.6
03/25/2021 11:08:38 am,41.7,92.8,91.6
03/25/2021 11:08:38 am,41.8,92.8,91.6
03/25/2021 11:08:38 am,41.9,92.8,91.6
03/25/2021 11:08:39 am,42,92.8,91.6
03/25/2021 11:08:39 am,42.1,92.8,91.6
03/25/2021 11:08:39 am,42.2,92.8,91.6
03/25/2021 11:08:39 am,42.3,92.8,91.6
03/25/2021 11:08:39 am,42.4,92.8,91.6
03/25/2021 11:08:39 am,42.5,92.8,91.6
03/25/2021 11:08:39 am,42.6,92.8,91.6
03/25/2021 11:08:39 am,42.7,92.8,91.6
03/25/2021 11:08:39 am,42.8,92.8,91.6
03/25/2021 11:08:39 am,42.9,92.8,91.6
03/25/2021 11:08:40 am,43,92.8,91.6
03/25/2021 11:08:40 am,43.1,92.8,91.6
03/25/2021 11:08:40 am,43.2,92.8,91.6
03/25/2021 11:08:40 am,43.3,92.8,91.6
03/25/2021 11:08:40 am,43.4,92.8,91.6
03/25/2021 11:08:40 am,43.5,92.8,91.6
03/25/2021 11:08:40 am,43.6,92.8,91.6
03/25/2021 11:08:40 am,43.7,92.8,91.6
03/25/2021 11:08:40 am,43.8,92.8,91.6
03/25/2021 11:08:40 am,43.9,92.8,91.6
03/25/2021 11:08:41 am,44,92.8,91.6
03/25/2021 11:08:41 am,44.1,92.8,91.6
03/25/2021 11:08:41 am,44.2,92.8,91.6
03/25/2021 11:08:41 am,44.3,92.8,91.6
03/25/2021 11:08:41 am,44.4,92.8,91.6
03/25/2021 11:08:41 am,44.5,92.8,91.6
03/25/2021 11:08:41 am,44.6,92.8,91.6
03/25/2021 11:08:41 am,44.7,92.8,91.6
03/25/2021 11:08:41 am,44.8,92.8,91.7
03/25/2021 11:08:41 am,44.9,92.8,91.6
03/25/2021 11:08:42 am,45,92.8,91.6
03/25/2021 11:08:42 am,45.1,92.8,91.7
03/25/2021 11:08:42 am,45.2,92.8,91.6
03/25/2021 11:08:42 am,45.3,92.8,91.6
03/25/2021 11:08:42 am,45.4,92.8,91.6
03/25/2021 11:08:42 am,45.5,92.8,91.7
03/25/2021 11:08:42 am,45.6,92.8,91.6
03/25/2021 11:08:42 am,45.7,92.8,91.6
03/25/2021 11:08:42 am,45.8,92.8,91.7
03/25/2021 11:08:42 am,45.9,92.8,91.6
03/25/2021 11:08:43 am,46,92.8,91.6
03/25/2021 11:08:43 am,46.1,92.8,91.6
03/25/2021 11:08:43 am,46.2,92.8,91.6
03/25/2021 11:08:43 am,46.3,92.8,91.6
